
 ▐▛███▜▌   Claude Code v2.1.37
      497 +Monarch separates control plane from data plane explicitly:   
      498  - **Control plane**: actor endpoint messages (small, serialize
           d Python objects)
      197 -- **Data plane**: `RDMABuffer` — a ~150-byte handle that repre
          -sents remote GPU/CPU memory. One-sided RDMA reads/writes bypas
          -s the remote CPU entirely. The "magic pointer" pattern from NB
          -07.                                                           
      499 +- **Data plane**: `RDMABuffer` — a ~150-byte handle that repre
          +sents remote GPU/CPU memory                                   
      500  
      501 +The key insight is the **"magic pointer" pattern**: you send a
          + tiny handle (control plane) and the receiver does a one-sided
          + RDMA read to pull the bulk data (data plane). The remote CPU 
          +is not involved in the transfer.                              
      502 +                                                              
      503  ```python
      200 -# Monarch: zero-copy weight transfer                          
      201 -buffer = RDMABuffer(weights.view(torch.uint8))     # register 
          -once                                                          
      202 -handle = trainer.get_weight_handle.call_one().get() # ~150 byt
          -es                                                            
      203 -handle.read_into(local_weights).get()               # bulk RDM
          -A, no trainer involvement                                     
      504 +# Monarch: zero-copy weight transfer via RDMA                 
      505 +from monarch.rdma import RDMABuffer                           
      506 +                                                              
      507 +# Trainer side: register weights as RDMA buffer               
      508 +class Trainer(Actor):                                         
      509 +    @endpoint                                                 
      510 +    def get_weight_handle(self) -> RDMABuffer:                
      511 +        # ~150-byte handle — just metadata, no data copy      
      512 +        return RDMABuffer(self.model.state_dict_tensors().view
          +(torch.uint8))                                                
      513 +                                                              
      514 +# Inference side: pull weights when ready                     
      515 +class Inference(Actor):                                       
      516 +    @endpoint                                                 
      517 +    async def sync_weights(self, trainer_handle: RDMABuffer) -
          +> None:                                                       
      518 +        # One-sided RDMA read: pulls directly from trainer's G
          +PU memory                                                     
      519 +        # Trainer CPU is NOT involved — no interruption to tra
          +ining                                                         
      520 +        await trainer_handle.read_into(self.local_weight_buffe
          +r)                                                            
      521 +        self.model.load_state_dict(self.local_weight_buffer)  
      522 +                                                              
      523 +# Orchestration                                               
      524 +handle = trainer.get_weight_handle.call_one().get()  # ~150 by
          +tes via control plane                                         
      525 +inference.sync_weights.broadcast(handle)              # RDMA p
          +ull via data plane                                            
      526  ```
      527  
      206 -**Ray** uses the **Plasma object store** (shared memory) for i
          -ntra-node data sharing, and gRPC + object transfer for cross-n
          -ode. For GPU collectives, there's `ray.util.collective` (`pyth
          -on/ray/util/collective/collective.py`) wrapping NCCL and Gloo 
          -— but these are **collective** (two-sided, blocking) rather th
          -an one-sided RDMA. Ray also has an experimental `tensor_transp
          -ort` mechanism (`actor_handle.h:52`, `actor.py:1921`) for NCCL
          -/Gloo-backed method returns, but it's opt-in and method-level.
      528 +Under the hood, `RDMABuffer` uses InfiniBand verbs (ibverbs) f
          +or true one-sided RDMA — the `RdmaController` actor manages qu
          +eue pairs and memory registration.                            
      529  
      530 +**Source links:**                                             
      531 +- [`RDMABuffer`](https://github.com/pytorch/monarch/blob/febef
          +da69e1f9e9a696596b3de368ac557320b21/python/monarch/_src/rdma/r
          +dma.py#L210)                                                  
      532 +- [`RDMABuffer.read_into()`](https://github.com/pytorch/monarc
          +h/blob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch
          +/_src/rdma/rdma.py#L263)                                      
      533 +- [`RdmaController` actor](https://github.com/pytorch/monarch/
          +blob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch/_
          +src/rdma/rdma.py#L122)                                        
      534 +- [Rust RDMA manager actor](https://github.com/pytorch/monarch
          +/blob/febefda69e1f9e9a696596b3de368ac557320b21/monarch_rdma/sr
          +c/rdma_manager_actor.rs)                                      
      535 +- [Rust `RdmaBuffer`, `QueuePair`](https://github.com/pytorch/
          +monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/monarch_
          +rdma/src/rdma_components.rs)                                  
      536 +- [InfiniBand verbs primitives](https://github.com/pytorch/mon
          +arch/blob/febefda69e1f9e9a696596b3de368ac557320b21/monarch_rdm
          +a/src/ibverbs_primitives.rs)                                  
      537 +                                                              
      538 +### Ray                                                       
      539 +                                                              
      540 +Ray uses the **Plasma object store** (shared memory) for intra
          +-node data sharing, and gRPC + object transfer for cross-node.
          + For GPU collectives, `ray.util.collective` wraps NCCL and Glo
          +o — but these are **collective** (two-sided, blocking) rather 
          +than one-sided RDMA.                                          
      541 +                                                              
      542 +```python                                                     
      543 +# Ray: weight transfer via object store                       
      544 +import ray                                                    
      545 +                                                              
      546 +@ray.remote(num_gpus=1)                                       
      547 +class Trainer:                                                
      548 +    def get_weights(self) -> dict:                            
      549 +        # Serializes entire state dict through Plasma object s
          +tore                                                          
      550 +        return self.model.state_dict()                        
      551 +                                                              
      552 +@ray.remote(num_gpus=1)                                       
      553 +class Inference:                                              
      554 +    def load_weights(self, weights: dict) -> None:            
      555 +        # Deserialized from object store — full copy          
      556 +        self.model.load_state_dict(weights)                   
      557 +                                                              
      558 +# Transfer: goes through Plasma object store                  
      559 +weights_ref = trainer.get_weights.remote()                    
      560 +ray.get(inference.load_weights.remote(weights_ref))           
      561 +                                                              
      562 +# Alternative: NCCL collectives (two-sided, blocking)         
      563 +from ray.util.collective import allreduce                     
      564 +# Requires all participants to call collectively              
      565 +```                                                           
      566 +                                                              
      567 +Ray also has an experimental `tensor_transport` mechanism for 
          +NCCL/Gloo-backed method returns, but it's opt-in and method-le
          +vel.                                                          
      568 +                                                              
      569 +**Source links:**                                             
      570 +- [`GroupManager`](https://github.com/ray-project/ray/blob/25d
          +a7108abbec7606e8e0ce057e3a5d22421850f/python/ray/util/collecti
          +ve/collective.py#L71) — collective group management           
      571 +- [NCCL collective group](https://github.com/ray-project/ray/b
          +lob/25da7108abbec7606e8e0ce057e3a5d22421850f/python/ray/util/c
          +ollective/collective_group/nccl_collective_group.py)          
      572 +- [Tensor transport per-method config](https://github.com/ray-
          +project/ray/blob/25da7108abbec7606e8e0ce057e3a5d22421850f/pyth
          +on/ray/actor.py#L1921)                                        
      573 +- [C++ CoreWorker (object transfer)](https://github.com/ray-pr
          +oject/ray/blob/25da7108abbec7606e8e0ce057e3a5d22421850f/src/ra
          +y/core_worker/core_worker.h)                                  
      574 +                                                              
      575 +### Comparison                                                
      576 +                                                              
      577  | Aspect | Monarch | Ray |
      578  |--------|---------|-----|
      579  | **Intra-node** | Shared process mesh, direct memory access |
            Plasma object store (shared memory) |
      580  | **Cross-node bulk** | One-sided RDMA (`RDMABuffer.read_into`
           ) | gRPC object transfer, or NCCL collectives |
      581  | **GPU-GPU** | RDMA (bypasses CPU on remote side) | NCCL via 
           `ray.util.collective` (two-sided) |
      582  | **Weight sync pattern** | Handle message (control) + RDMA pu
           ll (data) | `ray.get(ref)` fetches through object store |
      214 -| **Blocking** | One-sided: receiver pulls when ready, sender 
          -uninvolved | Two-sided: collective requires all participants |
      583 +| **Blocking** | One-sided: receiver pulls when ready | Two-si
          +ded: collective requires all participants |                   
      584 +| **Handle size** | ~150 bytes (just metadata) | Full serializ
          +ed object in Plasma |                                         
      585 +| **Training interruption** | None — trainer CPU not involved 
          +in RDMA read | Trainer must serialize and send weights |      
      586  
      587  ---
      588  
      218 -## 6. Summary: Design Philosophy                              
      589 +## 7. Distributed Tensors and Training                        
      590  
      220 -**Monarch** is a **structured, topology-aware actor system** b
          -uilt for the specific reality of large-scale GPU training. You
          - explicitly build mesh topologies, spawn actors with awareness
          - of their position, and get automatic tree-routing and supervi
          -sion. The Erlang heritage is clear: message ordering guarantee
          -s, supervision trees, single-controller orchestration. The tra
          -de-off is that you manage topology yourself.                  
      591 +> **Notebook ref**: [`notebooks/04_distributed_tensors.py`](..
          +/notebooks/04_distributed_tensors.py) — `DeviceMesh.activate()
          +`, distributed tensor ops, `reduce()`, `inspect()`.           
      592  
      222 -**Ray** is a **general-purpose distributed computing framework
          -** with a flat actor model layered on top of a sophisticated d
          -istributed object store. Scheduling is automatic, the programm
          -ing model is simpler (just `@ray.remote` and `.remote()`), and
          - it serves a broader range of workloads (ML training, serving,
          - data processing, simulations). The trade-off is that you lose
          - structured messaging, mesh-aware collectives, supervision tre
          -es, and native RDMA — you build these patterns yourself or use
          - higher-level libraries (Ray Train, Ray Serve).               
      593 +### Monarch                                                   
      594  
      224 -The core tension: **Monarch gives you structured primitives th
          -at compose** (meshes, tree-routing, supervision, RDMA handles)
          - at the cost of explicitness. **Ray gives you simplicity and g
          -enerality** at the cost of leaving structure to the applicatio
          -n layer.                                                      
      595 +Monarch provides **first-class distributed tensors**. When a `
          +DeviceMesh` is activated, standard PyTorch operations automati
          +cally execute across all devices in the mesh. The controller s
          +ees a single logical tensor; the runtime manages distribution.
      596  
      597 +```python                                                     
      598 +# Monarch: distributed tensors with mesh activation           
      599 +import torch                                                  
      600 +from monarch.actor import this_host                           
      601 +from monarch.common.device_mesh import DeviceMesh             
      602 +from monarch.fetch import inspect                             
      603 +                                                              
      604 +# Create mesh and activate it                                 
      605 +mesh = this_host().spawn_procs({"gpu": 8})                    
      606 +                                                              
      607 +with mesh.activate():                                         
      608 +    # Standard PyTorch — but runs on all 8 GPUs               
      609 +    t = torch.rand(3, 4, device="cuda")                       
      610 +                                                              
      611 +    # Each GPU has its own copy — reduce across a dimension   
      612 +    t.reduce("gpu", reduction="avg")                          
      613 +                                                              
      614 +    # Inspect: fetch from a specific device to the controller 
      615 +    local_copy = inspect(t, gpu=0)  # brings GPU 0's tensor to
          + controller                                                   
      616 +    print(local_copy.shape)  # torch.Size([3, 4])             
      617 +                                                              
      618 +# Multi-dimensional meshes for parallelism strategies         
      619 +mesh_2d = DeviceMesh(hosts=4, gpus_per_host=8, dims=("dp", "tp
          +"))                                                           
      620 +with mesh_2d.activate():                                      
      621 +    loss = model(X)                                           
      622 +    loss.backward()                                           
      623 +    # All-reduce gradients across data-parallel dimension only
      624 +    for p in model.parameters():                              
      625 +        p.grad.reduce_("dp", reduction="avg")                 
      626 +    optimizer.step()                                          
      627 +```                                                           
      628 +                                                              
      629 +**Source links:**                                             
      630 +- [`Tensor` (distributed)](https://github.com/pytorch/monarch/
          +blob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch/c
          +ommon/tensor.py#L78)                                          
      631 +- [`DeviceMesh`](https://github.com/pytorch/monarch/blob/febef
          +da69e1f9e9a696596b3de368ac557320b21/python/monarch/common/devi
          +ce_mesh.py#L154)                                              
      632 +- [`DeviceMesh.activate()`](https://github.com/pytorch/monarch
          +/blob/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch/
          +common/device_mesh.py#L310)                                   
      633 +- [`reduce()`](https://github.com/pytorch/monarch/blob/febefda
          +69e1f9e9a696596b3de368ac557320b21/python/monarch/common/tensor
          +.py#L792)                                                     
      634 +- [`inspect()`](https://github.com/pytorch/monarch/blob/febefd
          +a69e1f9e9a696596b3de368ac557320b21/python/monarch/fetch.py#L50
          +)                                                             
      635 +- [NCCL collective comms (Rust)](https://github.com/pytorch/mo
          +narch/blob/febefda69e1f9e9a696596b3de368ac557320b21/monarch_te
          +nsor_worker/src/comm.rs)                                      
      636 +                                                              
      637 +### Ray                                                       
      638 +                                                              
      639 +Ray provides **no first-class distributed tensor**. Instead, R
          +ay Train wraps PyTorch's `DistributedDataParallel` (DDP) or FS
          +DP, managing the distributed setup but leaving tensor operatio
          +ns to PyTorch:                                                
      640 +                                                              
      641 +```python                                                     
      642 +# Ray Train: wraps PyTorch DDP                                
      643 +from ray.train.torch import TorchTrainer                      
      644 +from ray.train import ScalingConfig                           
      645 +import ray.train.torch                                        
      646 +                                                              
      647 +def train_func():                                             
      648 +    # Ray sets up the distributed environment                 
      649 +    model = build_model()                                     
      650 +    model = ray.train.torch.prepare_model(model)  # wraps in D
          +DP                                                            
      651 +                                                              
      652 +    dataset = ray.train.get_dataset_shard("train")            
      653 +    for batch in dataset.iter_torch_batches():                
      654 +        loss = model(batch)                                   
      655 +        loss.backward()  # DDP handles gradient sync          
      656 +        optimizer.step()                                      
      657 +        ray.train.report({"loss": loss.item()})               
      658 +                                                              
      659 +trainer = TorchTrainer(                                       
      660 +    train_func,                                               
      661 +    scaling_config=ScalingConfig(num_workers=8, use_gpu=True),
      662 +)                                                             
      663 +result = trainer.fit()                                        
      664 +```                                                           
      665 +                                                              
      666 +**Source links:**                                             
      667 +- [`TorchTrainer`](https://github.com/ray-project/ray/blob/25d
          +a7108abbec7606e8e0ce057e3a5d22421850f/python/ray/train/torch/t
          +orch_trainer.py#L11)                                          
      668 +- [`TrainingIterator`](https://github.com/ray-project/ray/blob
          +/25da7108abbec7606e8e0ce057e3a5d22421850f/python/ray/train/tra
          +iner.py#L36)                                                  
      669 +                                                              
      670 +### Comparison                                                
      671 +                                                              
      672 +| Aspect | Monarch | Ray |                                    
      673 +|--------|---------|-----|                                    
      674 +| **Distributed tensor** | First-class: `mesh.activate()`, sta
          +ndard PyTorch ops distributed | No — wraps DDP/FSDP via Ray Tr
          +ain |                                                         
      675 +| **Programming model** | Single controller writes normal PyTo
          +rch; runtime distributes | Training function runs on each work
          +er (SPMD) |                                                   
      676 +| **Collective ops** | `tensor.reduce("dim", reduction="avg")`
          + — mesh-dimension-aware | PyTorch DDP handles gradient sync au
          +tomatically |                                                 
      677 +| **Mesh dimensions** | Named: `"dp"`, `"tp"`, `"pp"` — reduce
          +/broadcast by name | N/A — DDP uses process groups |          
      678 +| **Inspect/fetch** | `inspect(t, gpu=0)` — bring remote tenso
          +r to controller | Manual: `ray.get()` or `ray.train.report()` 
          +|                                                             
      679 +| **Parallelism strategies** | Compose via mesh dimensions (DP
          + + TP + PP) | Configure via Ray Train (DDP, FSDP, DeepSpeed) |
      680 +                                                              
      681  ---
      682  
      228 -## Source Files Referenced                                    
      683 +## 8. Interactive DevX (Single Controller)                    
      684  
      230 -### Monarch (this repo)                                       
      231 -- `notebooks/01_history_and_vision.py` — Actor model, PingPong
          -, meshes                                                      
      232 -- `notebooks/03_fault_tolerance.py` — Supervision trees, `__su
          -pervise__`, TorchFT                                           
      233 -- `notebooks/04_distributed_tensors.py` — Mesh reshape, collec
          -tives, pipelining                                             
      234 -- `notebooks/06_services.py` — Service actor, ServiceRegistry 
      235 -- `notebooks/07_rdma_weight_sync.py` — RDMABuffer, magic point
          -er pattern                                                    
      236 -- `notebooks/07b_weight_sync_deep_dive.py` — ibverbs, RdmaCont
          -roller as actor                                               
      685 +> **Notebook ref**: [`notebooks/02_interactive_devx.py`](../no
          +tebooks/02_interactive_devx.py) — SPMD actors, `serve()`, inte
          +ractive endpoint calls from notebook.                         
      686  
      238 -### Ray (`/home/phi9t/workspace/ray`)                         
      239 -- `python/ray/actor.py` — `ActorClass`, `ActorHandle`, `max_re
          -starts`, `max_task_retries`                                   
      240 -- `src/ray/core_worker/actor_handle.h` — C++ `ActorHandle` wit
          -h owner tracking                                              
      241 -- `src/ray/core_worker/core_worker.h` — Per-process runtime   
      242 -- `src/ray/gcs/gcs_server.h` — Global Control Store           
      243 -- `src/ray/raylet/node_manager.h` — Per-node Raylet           
      244 -- `python/ray/util/placement_group.py` — Placement groups     
      245 -- `python/ray/util/collective/collective.py` — NCCL/Gloo colle
          -ctives                                                        
      687 +### Monarch                                                   
      688 +                                                              
      689 +Monarch's **single-controller paradigm** is designed for inter
          +active development. One Python process (a notebook or script) 
          +orchestrates all distributed actors. The `SPMDActor` pattern l
          +ets you write SPMD-style code that's controlled from a single 
          +interactive session:                                          
      690 +                                                              
      691 +```python                                                     
      692 +# Monarch: interactive single-controller development          
      693 +from monarch._src.spmd.actor import SPMDActor                 
      694 +from monarch._src.job.spmd import serve                       
      695 +from monarch.actor import Actor, endpoint, this_host          
      696 +                                                              
      697 +# Define an actor — same as always                            
      698 +class Researcher(Actor):                                      
      699 +    @endpoint                                                 
      700 +    def train_step(self, lr: float) -> dict:                  
      701 +        # ... training logic ...                              
      702 +        return {"loss": 0.42, "step": self.step}              
      703 +                                                              
      704 +    @endpoint                                                 
      705 +    def get_state(self) -> dict:                              
      706 +        return {"weights_hash": hash(self.weights), "steps": s
          +elf.step}                                                     
      707 +                                                              
      708 +# In a notebook cell: spawn and interact                      
      709 +host = this_host()                                            
      710 +procs = host.spawn_procs(per_host={"gpus": 4})                
      711 +researchers = procs.spawn("researchers", Researcher)          
      712 +                                                              
      713 +# Interactive: call endpoints, inspect results, iterate       
      714 +result = researchers.train_step.call(lr=1e-4).get()           
      715 +print(result)  # see all 4 GPUs' results immediately          
      716 +                                                              
      717 +state = researchers.get_state.call().get()                    
      718 +print(state)  # inspect distributed state interactively       
      719 +                                                              
      720 +# Change hyperparameters on the fly — no restart needed       
      721 +result2 = researchers.train_step.call(lr=5e-5).get()          
      722 +```                                                           
      723 +                                                              
      724 +The key insight: **the notebook IS the controller**. You don't
          + submit jobs — you interactively drive distributed computation
          + from your development environment.                           
      725 +                                                              
      726 +**Source links:**                                             
      727 +- [`SPMDActor`](https://github.com/pytorch/monarch/blob/febefd
          +a69e1f9e9a696596b3de368ac557320b21/python/monarch/_src/spmd/ac
          +tor.py#L29)                                                   
      728 +- [`serve()` function](https://github.com/pytorch/monarch/blob
          +/febefda69e1f9e9a696596b3de368ac557320b21/python/monarch/_src/
          +job/spmd.py#L149)                                             
      729 +                                                              
      730 +### Ray                                                       
      731 +                                                              
      732 +Ray uses a **job submission model**. You write a training scri
          +pt, submit it to a Ray cluster, and monitor it externally. Int
          +eractive development is possible via `ray.init()` in a noteboo
          +k, but the programming model is still "submit remote tasks":  
      733 +                                                              
      734 +```python                                                     
      735 +# Ray: job submission model                                   
      736 +import ray                                                    
      737 +                                                              
      738 +ray.init()  # connect to cluster (or start local)             
      739 +                                                              
      740 +@ray.remote(num_gpus=1)                                       
      741 +class Trainer:                                                
      742 +    def train_step(self, lr: float) -> dict:                  
      743 +        return {"loss": 0.42}                                 
      744 +                                                              
      745 +# Create actors — but each is an independent remote process   
      746 +trainers = [Trainer.remote() for _ in range(4)]               
      747 +                                                              
      748 +# Call: fan-out + gather pattern                              
      749 +refs = [t.train_step.remote(lr=1e-4) for t in trainers]       
      750 +results = ray.get(refs)                                       
      751 +                                                              
      752 +# To change something: call new methods on existing handles   
      753 +refs2 = [t.train_step.remote(lr=5e-5) for t in trainers]      
      754 +results2 = ray.get(refs2)                                     
      755 +                                                              
      756 +# For production: Ray Jobs CLI                                
      757 +# $ ray job submit --working-dir . -- python train.py         
      758 +# $ ray job status <job_id>                                   
      759 +# $ ray job logs <job_id>                                     
      760 +```                                                           
      761 +                                                              
      762 +Ray also has **Ray Serve** for deploying models as HTTP endpoi
          +nts, which is a different paradigm from Monarch's single-contr
          +oller approach.                                               
      763 +                                                              
      764 +### Comparison                                                
      765 +                                                              
      766 +| Aspect | Monarch | Ray |                                    
      767 +|--------|---------|-----|                                    
      768 +| **Development model** | Notebook IS the controller (single c
          +ontroller) | Submit jobs to cluster; notebook as client |     
      769 +| **Interaction** | Direct: `actors.method.call().get()` in no
          +tebook cell | Remote: `.remote()` + `ray.get()` |             
      770 +| **State inspection** | `inspect(tensor, gpu=0)` — pull any d
          +istributed state | `ray.get(actor.get_state.remote())` |      
      771 +| **Hyperparameter changes** | Instant: next `call()` uses new
          + params | Same: next `.remote()` uses new params |            
      772 +| **Production deployment** | Same code runs in notebook and p
          +roduction | Ray Jobs CLI, Ray Serve for serving |             
      773 +| **SPMD support** | Native `SPMDActor`, `serve()` | Ray Train
          + wraps DDP/FSDP |                                             
      774 +| **Restart on code change** | Hot-reload: respawn actors on m
          +esh | Restart workers or resubmit job |                       
      775 +                                                              
      776 +---                                                           
      777 +                                                              
      778 +## 9. Design Philosophy Summary                               
      779 +                                                              
      780 +The comparison reveals a fundamental tension between two desig
          +n philosophies:                                               
      781 +                                                              
      782 +### Monarch: Structured Topology-Aware Primitives             
      783 +                                                              
      784 +Monarch is a **structured, topology-aware actor system** built
          + for the specific reality of large-scale GPU training. You exp
          +licitly build mesh topologies, spawn actors with awareness of 
          +their position, and get automatic tree-routing and supervision
          +. The Erlang heritage is clear: message ordering guarantees, s
          +upervision trees, single-controller orchestration.            
      785 +                                                              
      786 +**Core bet**: At GPU-training scale (thousands of GPUs, failur
          +es every 3 hours), you need structured primitives that compose
          + — meshes, tree-routing, supervision, RDMA handles. The cost o
          +f managing topology explicitly is repaid by the runtime's abil
          +ity to route efficiently, handle failures systematically, and 
          +separate control plane from data plane.                       
      787 +                                                              
      788 +```                                                           
      789 +Monarch: structured topology → efficient routing → systematic 
          +fault handling                                                
      790 +         ┌────────────────────────────────────────────────────
          +─────┐                                                        
      791 +         │  Controller (notebook/script)                      
          +     │                                                        
      792 +         │    ↓ spawn_procs()     ↓ spawn()     ↓ call()      
          +    │                                                         
      793 +         │  ┌─────────────┐    ┌──────────┐   ┌───────────────
          +─┐  │                                                         
      794 +         │  │  ProcMesh   │ →  │ActorMesh │ → │ Tree broadcast
          + │  │                                                         
      795 +         │  │ {dp:4,tp:8} │    │ sliceable│   │ O(log N)      
          + │  │                                                         
      796 +         │  └─────────────┘    └──────────┘   └───────────────
          +─┘  │                                                         
      797 +         │                                                    
          +     │                                                        
      798 +         │  Supervision: parent → __supervise__ → handle/escal
          +ate  │                                                        
      799 +         │  Data plane:  RDMABuffer → one-sided read (bypass C
          +PU)  │                                                        
      800 +         └────────────────────────────────────────────────────
          +─────┘                                                        
      801 +```                                                           
      802 +                                                              
      803 +### Ray: General-Purpose Simplicity                           
      804 +                                                              
      805 +Ray is a **general-purpose distributed computing framework** w
          +ith a flat actor model layered on top of a sophisticated distr
          +ibuted object store. Scheduling is automatic, the programming 
          +model is simpler (just `@ray.remote` and `.remote()`), and it 
          +serves a broader range of workloads (ML training, serving, dat
          +a processing, simulations).                                   
      806 +                                                              
      807 +**Core bet**: A simple, general-purpose abstraction (remote fu
          +nctions + actors + object store) is more valuable than special
          +ized primitives, because higher-level patterns can be built on
          + top (Ray Train, Ray Serve, Ray Data). The ecosystem wins over
          + built-in structure.                                          
      808 +                                                              
      809 +```                                                           
      810 +Ray: simple abstraction → broad applicability → rich ecosystem
      811 +     ┌────────────────────────────────────────────────────────
          +──┐                                                           
      812 +     │  Driver (script/notebook)                              
          +  │                                                           
      813 +     │    ↓ @ray.remote         ↓ .remote()    ↓ ray.get()    
          + │                                                            
      814 +     │  ┌─────────────────┐  ┌────────────┐  ┌──────────────┐ 
          + │                                                            
      815 +     │  │  GCS + Raylet   │  │ ObjectRef  │  │ Plasma store │ 
          + │                                                            
      816 +     │  │  auto-schedule  │  │ ownership  │  │ shared mem   │ 
          + │                                                            
      817 +     │  └─────────────────┘  └────────────┘  └──────────────┘ 
          + │                                                            
      818 +     │                                                        
          +  │                                                           
      819 +     │  Fault tolerance: max_restarts + max_task_retries (flat
          +) │                                                           
      820 +     │  Data plane: Plasma object store + optional NCCL       
          +  │                                                           
      821 +     └────────────────────────────────────────────────────────
          +──┘                                                           
      822 +```                                                           
      823 +                                                              
      824 +### When to Choose Each                                       
      825 +                                                              
      826 +| Criteria | Monarch | Ray |                                  
      827 +|----------|---------|-----|                                  
      828 +| **GPU training at scale** (1000+ GPUs) | Strong fit — meshes
          +, RDMA, supervision | Possible via Ray Train, but less native 
          +|                                                             
      829 +| **Async RL** (training + inference overlap) | Purpose-built 
          +— RDMA weight sync, actor separation | Possible but requires m
          +anual coordination |                                          
      830 +| **General distributed computing** | Can work, but mesh topol
          +ogy may be overkill | Strong fit — simple API, broad ecosystem
          + |                                                            
      831 +| **ML serving** | Not the primary focus | Ray Serve is mature
          + and production-ready |                                       
      832 +| **Data processing pipelines** | Not designed for this | Ray 
          +Data handles this well |                                      
      833 +| **Fault tolerance requirements** | Supervision trees for sys
          +tematic handling | Flat restart policies for simple cases |   
      834 +| **Interactive development** | Single controller in notebook 
          +— first-class | `ray.init()` in notebook — works but less nati
          +ve |                                                          
      835 +| **Team familiarity** | Requires learning mesh/actor concepts
          + | `@ray.remote` is very approachable |                       
      836 +                                                              
      837 +---                                                           
      838 +                                                              
      839 +## Source Reference Index                                     
      840 +                                                              
      841 +### Monarch Sources (pytorch/monarch @ `febefda`)             
      842 +                                                              
      843 +| File | Key Items |                                          
      844 +|------|-----------|                                          
      845 +| [`python/monarch/_src/actor/actor_mesh.py`](https://github.c
          +om/pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b
          +21/python/monarch/_src/actor/actor_mesh.py) | `Actor` (L1569),
          + `ActorMesh` (L1606) |                                        
      846 +| [`python/monarch/_src/actor/endpoint.py`](https://github.com
          +/pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21
          +/python/monarch/_src/actor/endpoint.py) | `@endpoint` (L509), 
          +`call_one` (L241), `call` (L268), `stream` (L305), `broadcast`
          + (L343) |                                                     
      847 +| [`python/monarch/_src/actor/proc_mesh.py`](https://github.co
          +m/pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b2
          +1/python/monarch/_src/actor/proc_mesh.py) | `ProcMesh` (L234) 
          +|                                                             
      848 +| [`python/monarch/_src/actor/host_mesh.py`](https://github.co
          +m/pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b2
          +1/python/monarch/_src/actor/host_mesh.py) | `this_host()` (L48
          +), `spawn_procs()` (L145) |                                   
      849 +| [`python/monarch/_src/actor/supervision.py`](https://github.
          +com/pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320
          +b21/python/monarch/_src/actor/supervision.py) | `unhandled_fau
          +lt_hook()` (L17) |                                            
      850 +| [`python/monarch/_src/rdma/rdma.py`](https://github.com/pyto
          +rch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/pyth
          +on/monarch/_src/rdma/rdma.py) | `RDMABuffer` (L210), `read_int
          +o()` (L263), `RdmaController` (L122) |                        
      851 +| [`python/monarch/_src/spmd/actor.py`](https://github.com/pyt
          +orch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/pyt
          +hon/monarch/_src/spmd/actor.py) | `SPMDActor` (L29) |         
      852 +| [`python/monarch/common/tensor.py`](https://github.com/pytor
          +ch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/pytho
          +n/monarch/common/tensor.py) | `Tensor` (L78), `reduce()` (L792
          +) |                                                           
      853 +| [`python/monarch/common/device_mesh.py`](https://github.com/
          +pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/
          +python/monarch/common/device_mesh.py) | `DeviceMesh` (L154), `
          +activate()` (L310) |                                          
      854 +| [`hyperactor/src/mailbox.rs`](https://github.com/pytorch/mon
          +arch/blob/febefda69e1f9e9a696596b3de368ac557320b21/hyperactor/
          +src/mailbox.rs) | Rust mailbox engine (3977 lines) |          
      855 +| [`hyperactor/src/ordering.rs`](https://github.com/pytorch/mo
          +narch/blob/febefda69e1f9e9a696596b3de368ac557320b21/hyperactor
          +/src/ordering.rs) | `BufferState`, `OrderedSender` (L25-50) | 
      856 +| [`hyperactor_mesh/src/proc_mesh.rs`](https://github.com/pyto
          +rch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/hype
          +ractor_mesh/src/proc_mesh.rs) | Rust ProcMesh |               
      857 +| [`hyperactor_mesh/src/actor_mesh.rs`](https://github.com/pyt
          +orch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21/hyp
          +eractor_mesh/src/actor_mesh.rs) | Rust ActorMesh |            
      858 +| [`hyperactor_mesh/src/comm/multicast.rs`](https://github.com
          +/pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b21
          +/hyperactor_mesh/src/comm/multicast.rs) | Tree-based broadcast
          + |                                                            
      859 +| [`monarch_rdma/src/rdma_manager_actor.rs`](https://github.co
          +m/pytorch/monarch/blob/febefda69e1f9e9a696596b3de368ac557320b2
          +1/monarch_rdma/src/rdma_manager_actor.rs) | Rust RDMA manager 
          +|                                                             
      860 +| [`monarch_rdma/src/rdma_components.rs`](https://github.com/p
